log_timestamp_utc,event_type,frame_seq_recv,rssi_dbm,notes,packet_type_recv_hex,data_len_byte_value,payload_len_on_wire,ack_seq_sent,ack_type_sent_hex,is_decoded_ts_valid,calculated_latency_ms,decoded_ts,decoded_accel_ax,decoded_accel_ay,decoded_accel_az,decoded_gyro_gx,decoded_gyro_gy,decoded_gyro_gz,decoded_angle_roll,decoded_angle_pitch,decoded_angle_yaw,decoded_gps_lat,decoded_gps_lon,decoded_gps_altitude
2025-06-13T09:17:29.579+00:00Z,DECODE_SUCCESS_DUMMY,3,-103,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:17:32.906+00:00Z,CTRL_PKT_RECV,4,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:17:32.918+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,4,0x55,,,,,,,,,,,,,,,
2025-06-13T09:17:49.939+00:00Z,CTRL_PKT_RECV,6,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:17:49.950+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,6,0x55,,,,,,,,,,,,,,,
2025-06-13T09:17:52.969+00:00Z,DATA_FRAME_RECV,6,-103,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T09:17:52.978+00:00Z,DATA_ACK_SENT,,,,,,,6,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:17:52.979+00:00Z,DECODE_SUCCESS_DUMMY,6,-103,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:17:56.310+00:00Z,CTRL_PKT_RECV,7,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:17:56.322+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,7,0x55,,,,,,,,,,,,,,,
2025-06-13T09:18:13.329+00:00Z,CTRL_PKT_RECV,9,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:18:13.342+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,9,0x55,,,,,,,,,,,,,,,
2025-06-13T09:18:16.358+00:00Z,DATA_FRAME_RECV,9,-103,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T09:18:16.370+00:00Z,DATA_ACK_SENT,,,,,,,9,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:18:16.371+00:00Z,DECODE_SUCCESS_DUMMY,9,-103,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:18:19.700+00:00Z,CTRL_PKT_RECV,10,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:18:19.710+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,10,0x55,,,,,,,,,,,,,,,
2025-06-13T09:18:36.717+00:00Z,CTRL_PKT_RECV,12,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:18:36.726+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,12,0x55,,,,,,,,,,,,,,,
2025-06-13T09:18:52.725+00:00Z,CTRL_PKT_RECV,13,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:18:52.738+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,13,0x55,,,,,,,,,,,,,,,
2025-06-13T09:18:55.755+00:00Z,DATA_FRAME_RECV,13,-103,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T09:18:55.766+00:00Z,DATA_ACK_SENT,,,,,,,13,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:18:55.768+00:00Z,DECODE_SUCCESS_DUMMY,13,-103,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:18:59.097+00:00Z,CTRL_PKT_RECV,14,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:18:59.106+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,14,0x55,,,,,,,,,,,,,,,
2025-06-13T09:19:16.127+00:00Z,CTRL_PKT_RECV,16,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:19:16.138+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,16,0x55,,,,,,,,,,,,,,,
2025-06-13T09:19:19.156+00:00Z,DATA_FRAME_RECV,16,-102,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T09:19:19.166+00:00Z,DATA_ACK_SENT,,,,,,,16,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:19:19.168+00:00Z,DECODE_SUCCESS_DUMMY,16,-102,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:19:22.498+00:00Z,CTRL_PKT_RECV,17,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:19:22.510+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,17,0x55,,,,,,,,,,,,,,,
2025-06-13T09:19:39.516+00:00Z,CTRL_PKT_RECV,19,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:19:39.526+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,19,0x55,,,,,,,,,,,,,,,
2025-06-13T09:19:42.545+00:00Z,DATA_FRAME_RECV,19,-102,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T09:19:42.558+00:00Z,DATA_ACK_SENT,,,,,,,19,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:19:42.559+00:00Z,DECODE_SUCCESS_DUMMY,19,-102,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:19:45.887+00:00Z,CTRL_PKT_RECV,20,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:19:45.898+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,20,0x55,,,,,,,,,,,,,,,
2025-06-13T09:20:02.918+00:00Z,CTRL_PKT_RECV,22,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:20:02.930+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,22,0x55,,,,,,,,,,,,,,,
2025-06-13T09:20:05.948+00:00Z,DATA_FRAME_RECV,22,-103,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T09:20:05.958+00:00Z,DATA_ACK_SENT,,,,,,,22,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:20:05.959+00:00Z,DECODE_SUCCESS_DUMMY,22,-103,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:20:09.289+00:00Z,CTRL_PKT_RECV,23,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:20:09.302+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,23,0x55,,,,,,,,,,,,,,,
2025-06-13T09:20:26.322+00:00Z,CTRL_PKT_RECV,25,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:20:26.334+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,25,0x55,,,,,,,,,,,,,,,
2025-06-13T09:20:29.352+00:00Z,DATA_FRAME_RECV,25,-103,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T09:20:29.366+00:00Z,DATA_ACK_SENT,,,,,,,25,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:20:29.368+00:00Z,DECODE_SUCCESS_DUMMY,25,-103,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:20:32.697+00:00Z,CTRL_PKT_RECV,26,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:20:32.710+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,26,0x55,,,,,,,,,,,,,,,
2025-06-13T09:20:49.727+00:00Z,CTRL_PKT_RECV,28,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:20:49.738+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,28,0x55,,,,,,,,,,,,,,,
2025-06-13T09:20:52.756+00:00Z,DATA_FRAME_RECV,28,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T09:20:52.766+00:00Z,DATA_ACK_SENT,,,,,,,28,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:20:52.767+00:00Z,DECODE_SUCCESS_DUMMY,28,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:20:56.098+00:00Z,CTRL_PKT_RECV,29,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:20:56.110+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,29,0x55,,,,,,,,,,,,,,,
2025-06-13T09:21:13.130+00:00Z,CTRL_PKT_RECV,31,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:21:13.142+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,31,0x55,,,,,,,,,,,,,,,
2025-06-13T09:21:16.159+00:00Z,DATA_FRAME_RECV,31,-102,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T09:21:16.170+00:00Z,DATA_ACK_SENT,,,,,,,31,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:21:16.171+00:00Z,DECODE_SUCCESS_DUMMY,31,-102,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:21:19.501+00:00Z,CTRL_PKT_RECV,32,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:21:19.514+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,32,0x55,,,,,,,,,,,,,,,
2025-06-13T09:21:36.520+00:00Z,CTRL_PKT_RECV,34,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:21:36.530+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,34,0x55,,,,,,,,,,,,,,,
2025-06-13T09:21:39.550+00:00Z,DATA_FRAME_RECV,34,-102,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T09:21:39.562+00:00Z,DATA_ACK_SENT,,,,,,,34,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:21:39.564+00:00Z,DECODE_SUCCESS_DUMMY,34,-102,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:21:42.892+00:00Z,CTRL_PKT_RECV,35,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:21:42.902+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,35,0x55,,,,,,,,,,,,,,,
2025-06-13T09:21:59.923+00:00Z,CTRL_PKT_RECV,37,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:21:59.934+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,37,0x55,,,,,,,,,,,,,,,
2025-06-13T09:22:02.952+00:00Z,DATA_FRAME_RECV,37,-102,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T09:22:02.962+00:00Z,DATA_ACK_SENT,,,,,,,37,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:22:02.963+00:00Z,DECODE_SUCCESS_DUMMY,37,-102,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:22:06.294+00:00Z,CTRL_PKT_RECV,38,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:22:06.306+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,38,0x55,,,,,,,,,,,,,,,
2025-06-13T09:22:23.327+00:00Z,CTRL_PKT_RECV,40,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:22:23.338+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,40,0x55,,,,,,,,,,,,,,,
2025-06-13T09:28:19.212+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:28:19.214+00:00Z,PDR_CALCULATED,,,6.00% (12/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T09:28:19.215+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:28:48.299+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:28:55.307+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:29:02.308+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:29:05.630+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:29:05.642+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-13T09:29:05.643+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:29:21.704+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:29:37.729+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:29:53.761+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:29:55.618+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:29:55.619+00:00Z,PDR_CALCULATED,,,0.00% (0/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T09:29:55.620+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:30:00.210+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:30:07.219+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:30:09.736+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:30:09.746+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-13T09:30:09.747+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:30:21.496+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:30:21.497+00:00Z,PDR_CALCULATED,,,0.00% (0/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T09:30:21.498+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:30:24.003+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:30:25.767+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:30:25.778+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-13T09:30:25.778+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:30:41.853+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:30:57.881+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:31:13.909+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:31:23.123+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:31:23.125+00:00Z,PDR_CALCULATED,,,0.00% (0/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T09:31:23.126+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:31:24.216+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:31:31.224+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:31:38.232+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:31:45.236+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:31:52.245+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:31:59.254+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:32:06.262+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:32:13.264+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:32:20.273+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:32:27.275+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:32:34.284+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:32:41.293+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:32:48.302+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:33:11.684+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:33:18.685+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:33:25.688+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:33:32.694+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:33:39.702+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:33:46.711+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:33:53.719+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:34:00.727+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:34:07.730+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:34:14.738+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:34:21.746+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:34:28.755+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:34:35.763+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:34:42.771+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:34:49.780+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:34:56.788+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:35:03.796+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:35:10.805+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:35:17.811+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:35:24.813+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:35:31.822+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:35:38.830+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:35:45.838+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:35:52.847+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:35:59.855+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:36:06.863+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:36:13.872+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:36:20.880+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:36:27.888+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:36:34.890+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:36:41.898+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:36:48.906+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:36:55.909+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:37:02.917+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:37:09.919+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:37:16.921+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:37:23.929+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:37:30.938+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:37:37.946+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:37:44.954+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:37:51.963+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:37:58.971+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:38:05.979+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:38:12.987+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:38:19.996+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:38:27.004+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:38:34.012+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:38:41.015+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:38:48.023+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:38:55.031+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:39:02.040+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:39:09.048+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:39:16.050+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:39:23.058+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:39:30.067+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:39:37.075+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:39:44.083+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:39:51.092+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:39:58.094+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:40:05.102+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:40:12.105+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:40:19.113+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:40:26.122+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:40:33.130+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:40:40.138+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:40:47.147+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:40:54.155+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:41:01.157+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:41:08.165+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:41:15.167+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:41:22.175+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:41:29.183+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:41:36.185+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:41:43.194+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:41:50.196+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:41:57.198+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:42:04.206+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:42:11.215+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:42:18.223+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:42:25.224+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:42:32.226+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:42:39.228+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:42:46.236+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
